poste,competences_requises,competences_candidat,experience_requise,experience_candidat,diplome_requis,diplome_candidat,langues_requises,langues_candidat,score_compatibilite,taux_competences,taux_experience,taux_diplome,taux_langues,poids_competences,poids_experience,poids_diplome,poids_langues
Graphiste,Illustrator; Branding; Canva; Typographie; Photoshop,Typographie; InDesign; Illustrator,1,2,Bac,Licence,Français (avancé),Français (avancé),62.2,0.4,1.0,1.2,1.0,0.68,0.1,0.15,0.07
Graphiste,InDesign; Branding; Photoshop; Canva; Illustrator,Aucune information,4,6,Master,Master,Français (intermédiaire),Français (intermédiaire),49.0,0.0,1.0,1.0,1.0,0.51,0.28,0.05,0.16
Data Analyst,Python; Excel; SQL; Data Visualization,Aucune information,2,0,Master,Licence,Anglais (avancé); Français (avancé),Français (courant); Anglais (débutant),16.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.58,0.18,0.12,0.12
Developpeur Mobile,Firebase; Java; Git,UX Research,4,5,Bac,Licence,Anglais (avancé); Français (courant),Français (courant); Anglais (débutant),64.0,0.0,1.0,1.2,0.6666666666666666,0.26,0.28,0.1,0.36
Data Analyst,Python; Pandas; Excel; SQL; Data Visualization,Python; Pandas; Power BI; Excel; SQL; Data Visualization,1,4,Licence,Bac,Anglais (débutant); Français (intermédiaire),Français (avancé),87.5,1.0,1.0,0.5,0.5,0.69,0.06,0.1,0.15
Graphiste,Photoshop; InDesign; Branding; Typographie,Canva; Photoshop; InDesign; Illustrator,2,2,Master,Master,Français (intermédiaire),Français (courant),93.5,0.5,1.0,1.0,1.0,0.13,0.61,0.19,0.07
Developpeur Mobile,Java; Firebase; Kotlin; Flutter; Dart,Aucune information,4,3,Bac,Master,Français (avancé); Anglais (avancé),Français (courant),29.75,0.0,0.75,1.2,0.5,0.61,0.27,0.05,0.07
Developpeur Web,MySQL; JavaScript; HTML/CSS,MySQL; HTML/CSS; Git; PHP; JavaScript; Laravel; Communication,1,1,Licence,Bac,Anglais (courant),Français (courant),74.0,1.0,1.0,0.5,0.0,0.34,0.37,0.06,0.23
Data Analyst,Pandas; Excel; Python; Data Visualization; Power BI; SQL,Data Visualization; Python; SQL; Power BI; Copywriting; Dart,3,1,Licence,Bac,Anglais (débutant),Français (courant); Anglais (intermédiaire),56.0,0.6666666666666666,0.3333333333333333,0.5,1.0,0.49,0.34,0.1,0.07
SEO/SEA,Search Console; SEM; Google Analytics,Search Console; Google Analytics; SEM,2,2,Bac,Master,Anglais (intermédiaire); Français (intermédiaire),Français (avancé); Anglais (débutant),99.95,1.0,1.0,1.2,0.75,0.8,0.09,0.06,0.05
Community Manager,Copywriting; Facebook; Analytics; TikTok,Copywriting; Facebook; Instagram; Canva; Analytics; TikTok,2,1,Licence,Master,Français (avancé); Anglais (débutant),Français (intermédiaire); Anglais (débutant),85.43,1.0,0.5,1.2,0.8333333333333333,0.48,0.32,0.13,0.07
Data Analyst,Pandas; Python; Data Visualization; Excel; SQL; Power BI,Excel; Photoshop,3,7,Licence,Licence,Anglais (courant),Français (courant),47.83,0.16666666666666666,1.0,1.0,0.0,0.41,0.3,0.11,0.18
Graphiste,Typographie; Canva; InDesign; Photoshop; Illustrator; Branding,Canva; Illustrator; Branding,3,1,Master,Licence,Français (avancé),Français (intermédiaire),56.0,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.44,0.1,0.1,0.36
UI/UX Designer,Photoshop; UX Research; Prototypage; Figma; Illustrator,Adobe XD; UX Research; Illustrator; Figma; Photoshop; WordPress,4,4,Licence,Master,Anglais (courant),Français (courant),81.2,0.8,1.0,1.2,0.0,0.69,0.2,0.05,0.06
Developpeur Web,PHP; Laravel; HTML/CSS; Git; JavaScript; MySQL,Aucune information,3,6,Bac,Licence,Français (courant); Anglais (intermédiaire),Français (avancé); Anglais (débutant),33.12,0.0,1.0,1.2,0.625,0.66,0.24,0.05,0.05
Developpeur Web,HTML/CSS; MySQL; Git,Git; Laravel; JavaScript; MySQL; PHP; HTML/CSS,4,4,Master,Master,Anglais (avancé); Français (intermédiaire),Français (courant); Anglais (avancé),100.0,1.0,1.0,1.0,1.0,0.64,0.2,0.09,0.07
Social Media Manager,Instagram; Meta Ads; TikTok; Facebook; LinkedIn; Analytics,TikTok; LinkedIn,4,1,Licence,Bac,Anglais (avancé),Français (intermédiaire); Anglais (débutant),33.25,0.3333333333333333,0.25,0.5,0.3333333333333333,0.52,0.27,0.13,0.08
Data Analyst,Pandas; Data Visualization; Excel; Python; SQL,Power BI; Data Visualization,3,4,Bac,Licence,Anglais (courant),Français (courant),59.4,0.2,1.0,1.2,0.0,0.44,0.17,0.28,0.11
Graphiste,Illustrator; Photoshop; Typographie; InDesign; Branding,Aucune information,1,6,Master,Bac,Français (avancé),Français (courant),56.0,0.0,1.0,0.3333333333333333,1.0,0.18,0.11,0.39,0.32
Community Manager,Analytics; Canva; Instagram; Copywriting; TikTok; Facebook,Aucune information,1,2,Licence,Master,Anglais (débutant); Français (courant),Français (intermédiaire),12.25,0.0,1.0,1.2,0.25,0.85,0.05,0.05,0.05
Developpeur Mobile,Kotlin; Flutter; Firebase; Java,Aucune information,3,5,Licence,Master,Français (intermédiaire); Anglais (courant),Français (intermédiaire); Anglais (avancé),45.95,0.0,1.0,1.2,0.875,0.51,0.09,0.06,0.34
Developpeur Web,Laravel; HTML/CSS; Git,Laravel; Git; HTML/CSS,2,2,Master,Bac,Anglais (débutant),Français (intermédiaire); Anglais (courant),84.67,1.0,1.0,0.3333333333333333,1.0,0.59,0.07,0.23,0.11
Graphiste,Canva; Photoshop; Typographie,Typographie; InDesign; Canva,2,1,Master,Master,Français (intermédiaire),Français (courant),73.83,0.6666666666666666,0.5,1.0,1.0,0.23,0.37,0.35,0.05
Data Analyst,Excel; SQL; Data Visualization; Power BI,Python; SQL; TikTok,4,7,Licence,Licence,Anglais (courant); Français (intermédiaire),Français (avancé); Anglais (avancé),89.0,0.25,1.0,1.0,0.875,0.08,0.23,0.29,0.4
UI/UX Designer,Photoshop; Figma; UX Research; Illustrator; Adobe XD; Prototypage,Photoshop; Prototypage; Git,4,4,Licence,Licence,Français (courant); Anglais (intermédiaire),Français (courant); Anglais (courant),96.67,0.3333333333333333,1.0,1.0,1.0,0.05,0.34,0.15,0.46
SEO/SEA,SEM; Search Console; Google Analytics; SEO; Google Ads; Keyword Research,SEM; Google Ads; Keyword Research,2,6,Licence,Master,Anglais (courant),Français (intermédiaire); Anglais (avancé),92.35,0.5,1.0,1.2,0.75,0.22,0.41,0.28,0.09
Social Media Manager,Meta Ads; Analytics; Facebook; TikTok,Meta Ads; Facebook,1,4,Licence,Bac,Anglais (débutant),Français (avancé); Anglais (courant),55.0,0.5,1.0,0.5,1.0,0.83,0.05,0.07,0.05
Data Analyst,Data Visualization; SQL; Excel; Python; Pandas; Power BI,Aucune information,4,1,Bac,Master,Français (intermédiaire),Français (intermédiaire); Anglais (courant),35.95,0.0,0.25,1.2,1.0,0.35,0.43,0.16,0.06
UI/UX Designer,Photoshop; Figma; Adobe XD; UX Research; Prototypage,Illustrator; Adobe XD; Photoshop; Figma; UX Research; Power BI; WordPress,1,5,Licence,Licence,Anglais (courant),Français (intermédiaire); Anglais (courant),86.2,0.8,1.0,1.0,1.0,0.69,0.07,0.16,0.08
UI/UX Designer,UX Research; Prototypage; Illustrator,UX Research; Figma; Photoshop; Adobe XD,2,0,Master,Licence,Anglais (intermédiaire); Français (courant),Français (intermédiaire),38.58,0.3333333333333333,0.0,0.6666666666666666,0.25,0.23,0.05,0.31,0.41
SEO/SEA,SEM; SEO; Google Ads; Search Console; Google Analytics,Aucune information,4,5,Licence,Licence,Anglais (avancé),Français (courant),47.0,0.0,1.0,1.0,0.0,0.45,0.34,0.13,0.08
Developpeur Mobile,Dart; Java; Flutter; Kotlin; Git; Firebase,Dart; Flutter,3,1,Licence,Licence,Anglais (intermédiaire),Français (intermédiaire); Anglais (intermédiaire),58.67,0.3333333333333333,0.3333333333333333,1.0,1.0,0.28,0.34,0.06,0.32
SEO/SEA,Keyword Research; Search Console; Google Ads; SEO; SEM; Google Analytics,Search Console; Keyword Research,4,6,Licence,Bac,Français (courant); Anglais (avancé),Français (intermédiaire); Anglais (débutant),45.0,0.3333333333333333,1.0,0.5,0.41666666666666663,0.47,0.07,0.38,0.08
Data Analyst,Pandas; Power BI; Excel; Data Visualization; Python; SQL,Data Visualization; Python; Power BI,4,2,Master,Master,Français (courant); Anglais (débutant),Français (intermédiaire),49.25,0.5,0.5,1.0,0.25,0.49,0.24,0.08,0.19
Chef de projet digital,Agile; ClickUp; Gestion de projet,Agile; Asana; Communication,2,4,Master,Master,Français (avancé); Anglais (débutant),Français (courant),74.83,0.3333333333333333,1.0,1.0,0.5,0.1,0.28,0.25,0.37
Social Media Manager,Meta Ads; Instagram; Analytics; LinkedIn; Facebook,TikTok,3,5,Master,Bac,Anglais (courant); Français (avancé),Français (avancé); Anglais (courant),65.67,0.0,1.0,0.3333333333333333,1.0,0.27,0.55,0.11,0.07
Social Media Manager,Instagram; Analytics; LinkedIn; Facebook; TikTok; Meta Ads,Facebook; Analytics,2,4,Bac,Bac,Anglais (intermédiaire),Français (courant); Anglais (débutant),62.33,0.3333333333333333,1.0,1.0,0.5,0.49,0.36,0.05,0.1
Graphiste,Typographie; Photoshop; Illustrator; Canva; InDesign,Canva; InDesign; Illustrator; Photoshop,4,0,Master,Master,Français (courant),Français (avancé),60.05,0.8,0.0,1.0,0.75,0.61,0.26,0.06,0.07
UI/UX Designer,Prototypage; Figma; Adobe XD; Photoshop; Illustrator,Figma,3,1,Master,Bac,Anglais (courant); Français (intermédiaire),Français (avancé),32.27,0.2,0.3333333333333333,0.3333333333333333,0.5,0.28,0.19,0.37,0.16
UI/UX Designer,Illustrator; Figma; Photoshop; Prototypage,Photoshop; Prototypage,1,1,Bac,Master,Anglais (courant); Français (intermédiaire),Français (intermédiaire); Anglais (intermédiaire),76.6,0.5,1.0,1.2,0.75,0.35,0.18,0.13,0.34
Chef de projet digital,Asana; Gestion de projet; Communication; ClickUp; Agile,ClickUp; Communication; Asana; Gestion de projet; Search Console,2,5,Bac,Bac,Français (intermédiaire); Anglais (débutant),Français (courant); Anglais (courant),90.0,0.8,1.0,1.0,1.0,0.5,0.19,0.11,0.2
Chef de projet digital,Communication; ClickUp; Scrum; Asana; Agile,ClickUp,4,3,Licence,Bac,Français (avancé),Français (courant); Anglais (avancé),71.15,0.2,0.75,0.5,1.0,0.22,0.11,0.17,0.5
Social Media Manager,Meta Ads; Facebook; TikTok; Analytics; Instagram,Analytics; Facebook,4,6,Licence,Bac,Anglais (débutant),Français (courant),52.3,0.4,1.0,0.5,0.0,0.42,0.22,0.27,0.09
Chef de projet digital,Scrum; ClickUp; Agile; Gestion de projet; Communication; Asana,Aucune information,2,1,Master,Bac,Français (intermédiaire),Français (courant); Anglais (avancé),17.33,0.0,0.5,0.3333333333333333,1.0,0.75,0.06,0.07,0.12
Developpeur Mobile,Dart; Java; Flutter; Kotlin; Firebase,Kotlin; Flutter; Java; Illustrator; Pandas,2,2,Master,Bac,Français (avancé); Anglais (débutant),Français (courant); Anglais (courant),71.07,0.6,1.0,0.3333333333333333,1.0,0.54,0.24,0.11,0.11
Content Manager,Analytics; Content Strategy; Canva; WordPress,Canva; Content Strategy,1,0,Licence,Master,Anglais (courant); Français (courant),Français (intermédiaire),30.0,0.5,0.0,1.2,0.25,0.4,0.39,0.05,0.16
Developpeur Mobile,Kotlin; Flutter; Dart; Git,Firebase; Git; Flutter; Kotlin; Java,1,5,Bac,Master,Français (avancé),Français (avancé),95.25,0.75,1.0,1.2,1.0,0.35,0.14,0.2,0.31
UI/UX Designer,Figma; Illustrator; Photoshop; UX Research; Adobe XD,Adobe XD; Photoshop; UX Research; Figma; Illustrator; Prototypage,2,2,Master,Bac,Anglais (intermédiaire); Français (avancé),Français (courant); Anglais (avancé),96.0,1.0,1.0,0.3333333333333333,1.0,0.75,0.14,0.06,0.05
Social Media Manager,Analytics; Instagram; Facebook; TikTok; Meta Ads; LinkedIn,TikTok,2,4,Master,Master,Anglais (intermédiaire); Français (intermédiaire),Français (courant),33.83,0.16666666666666666,1.0,1.0,0.5,0.65,0.05,0.06,0.24
Data Analyst,Excel; SQL; Power BI; Pandas,Power BI,1,5,Bac,Master,Anglais (débutant),Français (avancé); Anglais (débutant),70.3,0.25,1.0,1.2,1.0,0.42,0.44,0.09,0.05
Developpeur Web,HTML/CSS; PHP; MySQL; JavaScript; Git,MySQL,4,3,Licence,Master,Anglais (débutant); Français (intermédiaire),Français (intermédiaire); Anglais (débutant),31.75,0.2,0.75,1.2,1.0,0.85,0.05,0.05,0.05
Content Manager,Content Strategy; Analytics; Canva; Copywriting; SEO; WordPress,Canva; Copywriting; WordPress; Analytics; Content Strategy,2,6,Licence,Licence,Anglais (débutant); Français (intermédiaire),Français (intermédiaire),82.83,0.8333333333333334,1.0,1.0,0.5,0.25,0.38,0.11,0.26
Developpeur Web,JavaScript; Laravel; MySQL; Git,MySQL; PHP; JavaScript; Laravel; Git,2,3,Master,Licence,Français (intermédiaire),Français (courant); Anglais (intermédiaire),98.33,1.0,1.0,0.6666666666666666,1.0,0.81,0.08,0.05,0.06
UI/UX Designer,Adobe XD; Photoshop; Prototypage; Figma,Aucune information,2,1,Bac,Master,Anglais (courant),Français (courant); Anglais (courant),53.2,0.0,0.5,1.2,1.0,0.08,0.8,0.06,0.06
Chef de projet digital,Asana; Agile; ClickUp; Communication,ClickUp; Communication; Scrum; Agile; Gestion de projet,4,6,Master,Licence,Anglais (courant),Français (intermédiaire),74.67,0.75,1.0,0.6666666666666666,0.0,0.52,0.23,0.19,0.06
SEO/SEA,Google Analytics; SEM; SEO,Google Analytics; Search Console,2,0,Master,Master,Français (courant),Français (avancé); Anglais (intermédiaire),24.25,0.3333333333333333,0.0,1.0,0.75,0.33,0.51,0.05,0.11
Developpeur Mobile,Dart; Git; Kotlin; Flutter,Kotlin; Dart; Git; Facebook,2,5,Licence,Licence,Français (courant); Anglais (avancé),Français (avancé); Anglais (courant),83.62,0.75,1.0,1.0,0.875,0.5,0.05,0.14,0.31
UI/UX Designer,UX Research; Prototypage; Figma; Adobe XD; Illustrator; Photoshop,Adobe XD; Prototypage,1,5,Master,Licence,Français (intermédiaire); Anglais (courant),Français (avancé); Anglais (courant),87.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.14,0.52,0.11,0.23
Developpeur Web,Git; MySQL; PHP; JavaScript; Laravel,Laravel; Git; JavaScript; MySQL; PHP; HTML/CSS; Scrum; Branding,3,1,Licence,Master,Anglais (débutant); Français (avancé),Français (intermédiaire),87.27,1.0,0.3333333333333333,1.2,0.3333333333333333,0.64,0.14,0.13,0.09
Developpeur Web,MySQL; PHP; JavaScript; Laravel; HTML/CSS; Git,HTML/CSS; MySQL,1,0,Master,Master,Anglais (intermédiaire); Français (avancé),Français (intermédiaire); Anglais (intermédiaire),35.5,0.3333333333333333,0.0,1.0,0.8333333333333333,0.42,0.35,0.14,0.09
SEO/SEA,SEM; Google Analytics; Keyword Research,SEO; Keyword Research; SEM; Search Console; Google Analytics,1,1,Master,Master,Anglais (débutant),Français (avancé); Anglais (courant),100.0,1.0,1.0,1.0,1.0,0.66,0.17,0.07,0.1
Community Manager,Canva; Copywriting; Instagram; TikTok; Analytics,Copywriting,1,5,Bac,Bac,Anglais (courant); Français (intermédiaire),Français (courant); Anglais (courant),78.4,0.2,1.0,1.0,1.0,0.27,0.13,0.35,0.25
Community Manager,Canva; Facebook; Instagram; TikTok; Analytics; Copywriting,Copywriting; Analytics,4,6,Bac,Bac,Anglais (courant),Français (courant),50.67,0.3333333333333333,1.0,1.0,0.0,0.23,0.06,0.37,0.34
Content Manager,SEO; Canva; Copywriting; Content Strategy; WordPress; Analytics,WordPress; Canva; Agile,1,1,Master,Licence,Français (avancé); Anglais (débutant),Français (intermédiaire); Anglais (intermédiaire),72.17,0.3333333333333333,1.0,0.6666666666666666,0.8333333333333333,0.23,0.22,0.2,0.35
Social Media Manager,Instagram; Analytics; Facebook,Analytics; Meta Ads; LinkedIn; TikTok; Instagram,3,2,Bac,Master,Anglais (avancé),Français (avancé); Anglais (courant),98.87,0.6666666666666666,0.6666666666666666,1.2,1.0,0.28,0.06,0.51,0.15
Social Media Manager,TikTok; Analytics; LinkedIn; Facebook; Instagram,LinkedIn; Facebook,4,4,Bac,Bac,Anglais (débutant),Français (courant); Anglais (débutant),56.8,0.4,1.0,1.0,1.0,0.72,0.16,0.06,0.06
Developpeur Mobile,Kotlin; Java; Firebase; Dart,Java,3,4,Licence,Licence,Anglais (débutant); Français (intermédiaire),Français (courant); Anglais (courant),56.5,0.25,1.0,1.0,1.0,0.58,0.16,0.12,0.14
Developpeur Web,JavaScript; Git; Laravel; HTML/CSS; PHP,Laravel; HTML/CSS; PHP,4,1,Master,Bac,Français (intermédiaire),Français (intermédiaire),55.47,0.6,0.25,0.3333333333333333,1.0,0.73,0.16,0.05,0.06
SEO/SEA,Google Ads; SEM; Google Analytics; Search Console; Keyword Research,SEM; Search Console; Keyword Research; Google Ads; Google Analytics; SEO,1,1,Master,Licence,Anglais (intermédiaire); Français (avancé),Français (intermédiaire); Anglais (débutant),85.75,1.0,1.0,0.6666666666666666,0.5833333333333333,0.13,0.47,0.29,0.11
Social Media Manager,Analytics; Instagram; Facebook; Meta Ads; TikTok; LinkedIn,Meta Ads,4,0,Bac,Master,Français (avancé),Français (avancé); Anglais (débutant),63.93,0.16666666666666666,0.0,1.2,1.0,0.38,0.09,0.23,0.3
Social Media Manager,Instagram; Meta Ads; LinkedIn; TikTok,Meta Ads; Instagram; Analytics; LinkedIn,1,6,Licence,Bac,Anglais (avancé),Français (intermédiaire); Anglais (avancé),76.5,0.75,1.0,0.5,1.0,0.8,0.08,0.07,0.05
UI/UX Designer,Figma; UX Research; Adobe XD; Photoshop; Illustrator,Prototypage; Figma; Photoshop,4,1,Bac,Bac,Français (avancé); Anglais (avancé),Français (intermédiaire); Anglais (intermédiaire),64.0,0.4,0.25,1.0,0.6666666666666666,0.05,0.32,0.36,0.27
Developpeur Web,JavaScript; Git; HTML/CSS; PHP; Laravel; MySQL,HTML/CSS; PHP; MySQL,1,6,Master,Master,Anglais (courant),Français (courant),59.5,0.5,1.0,1.0,0.0,0.41,0.21,0.18,0.2
Data Analyst,Power BI; Python; Pandas; Data Visualization; SQL; Excel,Power BI,2,5,Licence,Master,Anglais (avancé); Français (avancé),Français (intermédiaire),86.5,0.16666666666666666,1.0,1.2,0.3333333333333333,0.11,0.76,0.05,0.08
Chef de projet digital,Asana; Communication; Gestion de projet; ClickUp,Agile; Scrum; Gestion de projet; Asana,4,3,Licence,Licence,Anglais (avancé); Français (intermédiaire),Français (avancé); Anglais (avancé),60.5,0.5,0.75,1.0,1.0,0.76,0.06,0.08,0.1
UI/UX Designer,Illustrator; UX Research; Photoshop; Figma; Prototypage,Adobe XD; Figma; UX Research; Photoshop; Illustrator,2,2,Master,Licence,Anglais (avancé); Français (courant),Français (intermédiaire),76.52,0.8,1.0,0.6666666666666666,0.25,0.22,0.37,0.28,0.13
Chef de projet digital,Asana; Scrum; Communication; ClickUp,ClickUp,3,0,Licence,Master,Français (courant); Anglais (intermédiaire),Français (courant),54.25,0.25,0.0,1.2,0.5,0.39,0.14,0.3,0.17
Community Manager,Instagram; Analytics; TikTok; Canva,Canva; Copywriting; Facebook,1,6,Master,Master,Anglais (intermédiaire),Français (intermédiaire),71.25,0.25,1.0,1.0,0.0,0.25,0.26,0.39,0.1
Developpeur Web,HTML/CSS; PHP; MySQL; Git; JavaScript; Laravel,HTML/CSS; Laravel,1,5,Bac,Bac,Français (intermédiaire); Anglais (débutant),Français (courant); Anglais (débutant),79.33,0.3333333333333333,1.0,1.0,1.0,0.31,0.27,0.12,0.3
Developpeur Web,JavaScript; MySQL; PHP; HTML/CSS; Git,Laravel,1,4,Bac,Licence,Français (intermédiaire); Anglais (débutant),Français (intermédiaire); Anglais (intermédiaire),39.6,0.0,1.0,1.2,1.0,0.63,0.16,0.13,0.08
Developpeur Web,HTML/CSS; PHP; Laravel; Git; JavaScript,JavaScript; Laravel; Git; HTML/CSS,4,4,Bac,Licence,Français (avancé); Anglais (courant),Français (courant),86.4,0.8,1.0,1.2,0.5,0.54,0.32,0.06,0.08
Chef de projet digital,Gestion de projet; Communication; ClickUp; Agile,Gestion de projet; ClickUp,3,4,Licence,Licence,Anglais (intermédiaire); Français (avancé),Français (avancé),88.0,0.5,1.0,1.0,0.5,0.19,0.68,0.08,0.05
Community Manager,Analytics; Canva; Facebook; Copywriting; Instagram,Facebook,1,5,Licence,Licence,Anglais (intermédiaire); Français (avancé),Français (avancé); Anglais (courant),81.6,0.2,1.0,1.0,1.0,0.23,0.05,0.08,0.64
Data Analyst,SQL; Python; Data Visualization; Pandas,Aucune information,3,3,Master,Master,Anglais (débutant); Français (intermédiaire),Français (avancé),19.5,0.0,1.0,1.0,0.5,0.74,0.05,0.08,0.13
Graphiste,Illustrator; Typographie; Branding; Canva; InDesign; Photoshop,InDesign; Typographie; Illustrator; Canva; Branding; Photoshop,3,2,Bac,Licence,Français (courant),Français (intermédiaire),91.83,1.0,0.6666666666666666,1.2,0.5,0.34,0.23,0.3,0.13
Content Manager,Canva; WordPress; Analytics; Content Strategy; SEO; Copywriting,Analytics,2,2,Licence,Licence,Français (avancé); Anglais (courant),Français (avancé); Anglais (débutant),34.58,0.16666666666666666,1.0,1.0,0.625,0.74,0.1,0.06,0.1
