poste,competences_requises,competences_candidat,experience_requise,experience_candidat,diplome_requis,diplome_candidat,langues_requises,langues_candidat,score_compatibilite
UI/UX Designer,Illustrator; UX Research; Photoshop; Figma; Prototypage,Adobe XD; Figma; UX Research; Photoshop; Illustrator,2,2,Master,Licence,Anglais (avancé); Français (courant),Français (intermédiaire),76.5
Chef de projet digital,Asana; Scrum; Communication; ClickUp,ClickUp,3,0,Licence,Master,Français (courant); Anglais (intermédiaire),Français (courant),33.8
Community Manager,Instagram; Analytics; TikTok; Canva,Canva; Copywriting; Facebook,1,6,Master,Master,Anglais (intermédiaire),Français (intermédiaire),48.8
Developpeur Web,HTML/CSS; PHP; MySQL; Git; JavaScript; Laravel,HTML/CSS; Laravel,1,5,Bac,Bac,Français (intermédiaire); Anglais (débutant),Français (courant); Anglais (débutant),63.3
Developpeur Web,JavaScript; MySQL; PHP; HTML/CSS; Git,Laravel,1,4,Bac,Licence,Français (intermédiaire); Anglais (débutant),Français (intermédiaire); Anglais (intermédiaire),45.0
Developpeur Web,HTML/CSS; PHP; Laravel; Git; JavaScript,JavaScript; Laravel; Git; HTML/CSS,4,4,Bac,Licence,Français (avancé); Anglais (courant),Français (courant),84.0
Chef de projet digital,Gestion de projet; Communication; ClickUp; Agile,Gestion de projet; ClickUp,3,4,Licence,Licence,Anglais (intermédiaire); Français (avancé),Français (avancé),67.5
Community Manager,Analytics; Canva; Facebook; Copywriting; Instagram,Facebook,1,5,Licence,Licence,Anglais (intermédiaire); Français (avancé),Français (avancé); Anglais (courant),56.0
Data Analyst,SQL; Python; Data Visualization; Pandas,Aucune information,3,3,Master,Master,Anglais (débutant); Français (intermédiaire),Français (avancé),40.0
Graphiste,Illustrator; Typographie; Branding; Canva; InDesign; Photoshop,InDesign; Typographie; Illustrator; Canva; Branding; Photoshop,3,2,Bac,Licence,Français (courant),Français (intermédiaire),93.3
Content Manager,Canva; WordPress; Analytics; Content Strategy; SEO; Copywriting,Analytics,2,2,Licence,Licence,Français (avancé); Anglais (courant),Français (avancé); Anglais (débutant),54.2
SEO/SEA,Keyword Research; Search Console; Google Ads; SEO; SEM,Google Analytics,3,5,Bac,Master,Français (avancé),Français (avancé); Anglais (intermédiaire),45.0
SEO/SEA,Google Ads; Google Analytics; SEM; SEO; Keyword Research; Search Console,Aucune information,3,5,Licence,Bac,Anglais (avancé); Français (courant),Français (courant); Anglais (avancé),37.5
UI/UX Designer,Prototypage; Photoshop; Adobe XD; UX Research,Prototypage; Photoshop; UX Research; Illustrator,1,6,Licence,Master,Anglais (avancé),Français (intermédiaire),76.2
Social Media Manager,Analytics; Instagram; Meta Ads; LinkedIn; TikTok; Facebook,Meta Ads; Facebook; TikTok; Canva,4,3,Licence,Licence,Français (avancé); Anglais (intermédiaire),Français (avancé),62.5
Data Analyst,Python; Pandas; Power BI; Data Visualization; SQL,Python; Pandas; Data Visualization; Excel; HTML/CSS; SEO,4,7,Licence,Master,Français (avancé); Anglais (avancé),Français (intermédiaire),73.0
Developpeur Mobile,Firebase; Git; Java; Kotlin; Flutter; Dart,Aucune information,1,2,Bac,Bac,Anglais (intermédiaire); Français (avancé),Français (courant); Anglais (courant),45.0
Developpeur Web,MySQL; Git; Laravel; JavaScript,JavaScript; MySQL; Laravel; PHP; HTML/CSS; Git,2,0,Master,Bac,Anglais (courant); Français (avancé),Français (avancé); Anglais (débutant),72.5
UI/UX Designer,Figma; Photoshop; Prototypage; UX Research; Illustrator,Adobe XD; UX Research,2,0,Licence,Bac,Anglais (courant),Français (avancé),18.5
SEO/SEA,SEM; Google Ads; Search Console,SEM,1,0,Licence,Bac,Anglais (débutant); Français (courant),Français (intermédiaire),30.8
Content Manager,SEO; Analytics; WordPress,SEO,4,6,Master,Master,Anglais (débutant); Français (avancé),Français (avancé); Anglais (courant),63.3
Developpeur Mobile,Flutter; Kotlin; Git; Dart; Firebase; Java,Kotlin; Firebase; Dart; Java; Flutter; Git,3,0,Licence,Licence,Français (avancé); Anglais (avancé),Français (intermédiaire),75.0
UI/UX Designer,Adobe XD; Prototypage; Figma; Illustrator,Adobe XD; Photoshop; Prototypage; Illustrator,2,1,Bac,Licence,Français (intermédiaire); Anglais (intermédiaire),Français (courant); Anglais (avancé),76.2
UI/UX Designer,Figma; Adobe XD; UX Research; Prototypage; Illustrator,Aucune information,3,2,Licence,Bac,Anglais (courant); Français (intermédiaire),Français (courant),25.8
UI/UX Designer,Figma; Prototypage; Illustrator; Photoshop; UX Research; Adobe XD,Figma; UX Research; Illustrator,1,3,Bac,Master,Français (avancé); Anglais (intermédiaire),Français (avancé); Anglais (débutant),72.5
Developpeur Web,Git; HTML/CSS; MySQL; PHP; Laravel,HTML/CSS; JavaScript; Laravel; Photoshop; Canva,3,1,Master,Bac,Anglais (intermédiaire),Français (intermédiaire),36.2
SEO/SEA,Keyword Research; SEO; Google Ads; Search Console; SEM,Keyword Research; Search Console; Google Analytics; SEO; Google Ads,2,5,Master,Bac,Anglais (intermédiaire); Français (avancé),Français (intermédiaire); Anglais (débutant),81.5
SEO/SEA,Google Ads; Search Console; SEO,SEM,2,4,Master,Licence,Français (courant),Français (avancé); Anglais (avancé),37.5
Content Manager,Canva; SEO; Analytics; Copywriting; Content Strategy; WordPress,Copywriting,1,6,Master,Licence,Anglais (avancé); Français (intermédiaire),Français (intermédiaire),41.7
Developpeur Mobile,Java; Firebase; Flutter; Dart; Kotlin,Git,1,0,Master,Master,Français (courant),Français (courant),25.0
Social Media Manager,LinkedIn; Analytics; Facebook; TikTok; Meta Ads,Analytics; Instagram; Facebook; LinkedIn; Meta Ads; TikTok,4,4,Master,Master,Français (courant),Français (intermédiaire); Anglais (courant),100.0
Data Analyst,Data Visualization; Pandas; SQL; Power BI,Data Visualization; SQL; Power BI; Python; Pandas; Excel,2,6,Bac,Licence,Français (intermédiaire),Français (intermédiaire); Anglais (avancé),100.0
Chef de projet digital,Asana; Scrum; Communication; Agile; ClickUp; Gestion de projet,ClickUp; Scrum; Gestion de projet; Communication; Agile; Asana,3,2,Bac,Master,Français (courant),Français (avancé); Anglais (intermédiaire),93.3
Graphiste,Photoshop; Illustrator; InDesign; Typographie; Branding,Illustrator; InDesign; Branding,1,4,Master,Licence,Français (intermédiaire),Français (courant),70.5
Content Manager,SEO; Canva; Copywriting; WordPress; Analytics; Content Strategy,Copywriting; WordPress; Canva,1,1,Master,Master,Anglais (intermédiaire); Français (intermédiaire),Français (intermédiaire),67.5
Community Manager,Copywriting; Facebook; Analytics; TikTok,Aucune information,3,6,Bac,Licence,Anglais (avancé); Français (avancé),Français (avancé),40.0
Community Manager,Canva; TikTok; Copywriting; Facebook; Analytics,Copywriting,1,2,Master,Bac,Français (avancé); Anglais (avancé),Français (avancé),43.5
Content Manager,Content Strategy; Analytics; Canva; WordPress; Copywriting; SEO,Analytics; Content Strategy; Canva; SEO,1,0,Bac,Licence,Anglais (intermédiaire),Français (courant); Anglais (débutant),61.7
Chef de projet digital,ClickUp; Communication; Agile,Asana; Agile; Communication; Scrum; Gestion de projet,2,4,Master,Licence,Français (intermédiaire),Français (intermédiaire),74.2
Graphiste,Canva; Photoshop; InDesign; Illustrator; Typographie,InDesign; Illustrator; Canva; Photoshop; Branding; Typographie,2,5,Bac,Bac,Français (intermédiaire),Français (avancé),100.0
Community Manager,Analytics; Facebook; Canva,TikTok,3,3,Master,Licence,Français (intermédiaire); Anglais (courant),Français (avancé); Anglais (courant),37.5
Social Media Manager,Instagram; TikTok; Facebook; LinkedIn,Meta Ads; Facebook; Instagram; Asana; Python,2,3,Master,Licence,Anglais (avancé); Français (intermédiaire),Français (avancé); Anglais (débutant),65.0
Social Media Manager,Instagram; LinkedIn; Facebook; TikTok; Analytics; Meta Ads,Instagram; TikTok; Facebook; Analytics; Photoshop; Illustrator,3,1,Bac,Licence,Français (avancé); Anglais (avancé),Français (courant); Anglais (débutant),68.3
Developpeur Web,Laravel; PHP; Git; HTML/CSS; MySQL,JavaScript; Git; MySQL; HTML/CSS; Laravel,2,2,Licence,Licence,Anglais (avancé),Français (courant); Anglais (courant),89.0
Data Analyst,Python; SQL; Excel; Power BI; Data Visualization,Pandas; SQL; Excel; Power BI; Python; Data Visualization,2,0,Bac,Licence,Anglais (débutant); Français (avancé),Français (avancé); Anglais (avancé),80.0
SEO/SEA,Google Ads; SEO; SEM,Google Analytics; SEO; Search Console; SEM; Google Ads,1,5,Licence,Bac,Français (courant); Anglais (avancé),Français (intermédiaire),87.5
UI/UX Designer,Adobe XD; Illustrator; Photoshop; Prototypage; UX Research; Figma,Figma; Prototypage; UX Research; Photoshop; Adobe XD; Illustrator,2,0,Master,Master,Français (avancé); Anglais (débutant),Français (avancé); Anglais (courant),80.0
UI/UX Designer,Adobe XD; Prototypage; UX Research; Figma,Agile,1,5,Master,Master,Français (intermédiaire); Anglais (avancé),Français (avancé); Anglais (débutant),45.0
Chef de projet digital,Asana; Scrum; Agile; Gestion de projet,Figma,3,3,Bac,Licence,Anglais (courant); Français (intermédiaire),Français (avancé),40.0
Chef de projet digital,Gestion de projet; Asana; Agile,PHP; InDesign,1,6,Master,Licence,Anglais (courant),Français (intermédiaire); Anglais (débutant),37.5
Social Media Manager,Instagram; Analytics; LinkedIn,Aucune information,2,1,Master,Master,Anglais (intermédiaire),Français (courant); Anglais (courant),35.0
Chef de projet digital,Gestion de projet; Scrum; ClickUp; Agile,Agile; Asana,1,8,Master,Bac,Anglais (débutant),Français (intermédiaire),41.2
Content Manager,Content Strategy; Copywriting; Canva; Analytics,SEO; Copywriting; Figma,4,6,Licence,Licence,Français (courant),Français (intermédiaire); Anglais (avancé),58.8
Chef de projet digital,Gestion de projet; Agile; Asana,Scrum; ClickUp,4,4,Master,Master,Anglais (débutant),Français (avancé); Anglais (intermédiaire),45.0
Developpeur Mobile,Flutter; Git; Kotlin; Dart; Firebase; Java,Flutter,3,4,Licence,Master,Français (courant); Anglais (avancé),Français (intermédiaire),49.2
Social Media Manager,Meta Ads; Facebook; Analytics,Facebook; LinkedIn; Instagram; TikTok,3,5,Licence,Bac,Anglais (intermédiaire),Français (courant),45.8
UI/UX Designer,UX Research; Photoshop; Figma; Prototypage,Aucune information,2,1,Licence,Master,Français (intermédiaire),Français (avancé); Anglais (intermédiaire),35.0
Graphiste,Illustrator; Canva; Typographie; Branding; InDesign,Typographie; InDesign; Canva; Branding,1,6,Bac,Master,Français (intermédiaire),Français (intermédiaire),89.0
Community Manager,Analytics; Facebook; Canva; Instagram; TikTok; Copywriting,Aucune information,2,3,Licence,Bac,Français (courant); Anglais (débutant),Français (courant),32.5
Developpeur Mobile,Dart; Git; Flutter,Kotlin; Git; Firebase; Java; Dart,2,4,Master,Licence,Français (avancé); Anglais (courant),Français (intermédiaire); Anglais (intermédiaire),74.2
Graphiste,Branding; Canva; Illustrator,Photoshop; Typographie; Illustrator; Kotlin,2,0,Master,Master,Français (courant),Français (courant),43.3
SEO/SEA,SEM; Google Ads; Search Console; Google Analytics; SEO,Google Analytics,2,2,Bac,Bac,Français (intermédiaire); Anglais (débutant),Français (courant); Anglais (avancé),56.0
Developpeur Web,Git; Laravel; MySQL; HTML/CSS; PHP; JavaScript,HTML/CSS; Git; PHP; Laravel; JavaScript,2,4,Master,Master,Anglais (avancé),Français (avancé); Anglais (intermédiaire),90.8
Data Analyst,Python; Data Visualization; Pandas; SQL; Power BI,Python,2,0,Master,Licence,Anglais (avancé); Français (avancé),Français (intermédiaire); Anglais (courant),28.5
SEO/SEA,Google Ads; SEO; Keyword Research,Keyword Research; SEM; Search Console; Google Analytics; SEO,1,4,Master,Licence,Anglais (avancé); Français (intermédiaire),Français (courant); Anglais (intermédiaire),74.2
UI/UX Designer,Prototypage; Photoshop; Adobe XD; Figma; Illustrator; UX Research,Figma; Illustrator; Photoshop; UX Research; Prototypage,4,5,Licence,Master,Anglais (intermédiaire),Français (courant),80.8
Social Media Manager,LinkedIn; Analytics; Meta Ads; Instagram,TikTok; LinkedIn; Adobe XD; Illustrator,4,1,Licence,Master,Anglais (intermédiaire); Français (courant),Français (courant); Anglais (courant),43.8
Content Manager,Canva; Content Strategy; Analytics; SEO; Copywriting,Aucune information,2,3,Licence,Licence,Anglais (débutant),Français (avancé),35.0
Developpeur Web,Laravel; MySQL; HTML/CSS; JavaScript,Aucune information,4,3,Master,Master,Français (avancé); Anglais (intermédiaire),Français (courant),35.0
Content Manager,Analytics; Canva; SEO; WordPress,Canva; Copywriting; WordPress; Content Strategy; Analytics; SEO,4,6,Licence,Bac,Français (courant); Anglais (avancé),Français (avancé); Anglais (débutant),92.5
Social Media Manager,Analytics; Instagram; Meta Ads; LinkedIn,Analytics; Instagram,1,0,Licence,Master,Anglais (courant); Français (courant),Français (courant); Anglais (intermédiaire),52.5
SEO/SEA,Keyword Research; Search Console; SEM,Aucune information,2,1,Master,Licence,Anglais (avancé); Français (avancé),Français (avancé); Anglais (avancé),27.5
SEO/SEA,SEM; Search Console; Google Ads; SEO; Keyword Research; Google Analytics,Keyword Research; Google Analytics; Search Console; SEO; Google Ads,2,4,Licence,Licence,Anglais (courant),Français (avancé),80.8
Graphiste,InDesign; Photoshop; Typographie; Canva; Illustrator,InDesign; Illustrator,1,4,Master,Bac,Français (courant),Français (courant),59.5
UI/UX Designer,UX Research; Adobe XD; Photoshop,UX Research; Illustrator,3,2,Licence,Master,Anglais (avancé); Français (avancé),Français (avancé); Anglais (débutant),56.7
Content Manager,Copywriting; Canva; SEO,Canva; Copywriting; Content Strategy; Analytics; SEO,4,2,Licence,Bac,Français (intermédiaire); Anglais (débutant),Français (avancé),77.5
Graphiste,InDesign; Typographie; Photoshop; Illustrator; Canva; Branding,Photoshop,1,1,Bac,Master,Français (courant),Français (courant),54.2
Developpeur Mobile,Flutter; Kotlin; Firebase,Flutter; Kotlin; Dart; Java,1,0,Bac,Bac,Anglais (courant); Français (avancé),Français (avancé); Anglais (avancé),61.7
SEO/SEA,Google Ads; SEO; Keyword Research; Search Console,Google Ads; SEM; Search Console; Keyword Research; Google Analytics; SEO,3,4,Master,Bac,Anglais (courant),Français (avancé); Anglais (intermédiaire),92.5
UI/UX Designer,UX Research; Figma; Prototypage; Illustrator,UX Research; Prototypage; Photoshop,2,4,Licence,Master,Français (intermédiaire),Français (intermédiaire); Anglais (intermédiaire),72.5
Social Media Manager,Meta Ads; Facebook; TikTok; Instagram,TikTok; Facebook; LinkedIn; Copywriting; PHP,2,5,Bac,Master,Français (courant),Français (avancé); Anglais (intermédiaire),72.5
Social Media Manager,Meta Ads; TikTok; Analytics,LinkedIn; TikTok,4,5,Licence,Bac,Anglais (débutant); Français (avancé),Français (courant); Anglais (débutant),55.8
Social Media Manager,LinkedIn; Analytics; TikTok; Instagram; Meta Ads; Facebook,Facebook; Instagram; TikTok,4,6,Bac,Master,Anglais (débutant),Français (courant); Anglais (courant),72.5
SEO/SEA,Google Ads; Keyword Research; Search Console; SEO,Google Analytics; Google Ads; Java,1,2,Bac,Master,Anglais (avancé); Français (courant),Français (intermédiaire); Anglais (courant),58.8
Content Manager,Canva; Analytics; SEO; Content Strategy; WordPress; Copywriting,SEO,1,3,Bac,Bac,Anglais (intermédiaire); Français (intermédiaire),Français (avancé); Anglais (débutant),54.2
UI/UX Designer,UX Research; Photoshop; Illustrator; Prototypage; Figma,UX Research; Adobe XD; Photoshop; Illustrator; Prototypage; Figma; TikTok,2,1,Master,Bac,Anglais (intermédiaire); Français (avancé),Français (courant),77.5
Social Media Manager,TikTok; Meta Ads; Analytics; LinkedIn; Instagram; Facebook,Instagram; LinkedIn; Meta Ads; Facebook; Analytics; TikTok,2,1,Licence,Master,Français (intermédiaire),Français (avancé); Anglais (débutant),90.0
Chef de projet digital,Agile; ClickUp; Gestion de projet; Communication; Scrum,Scrum,2,5,Licence,Licence,Anglais (intermédiaire),Français (courant),46.0
UI/UX Designer,Photoshop; Illustrator; UX Research; Prototypage; Figma,Figma; Adobe XD; Photoshop; UX Research; Prototypage,2,6,Master,Bac,Anglais (avancé),Français (courant); Anglais (débutant),81.5
Community Manager,Facebook; Canva; Analytics,Canva; Copywriting; Instagram; TikTok; Analytics,3,0,Licence,Licence,Anglais (avancé),Français (courant); Anglais (débutant),61.7
Content Manager,Copywriting; SEO; Content Strategy; Canva; WordPress; Analytics,Analytics; Canva,1,5,Licence,Licence,Anglais (intermédiaire); Français (courant),Français (courant); Anglais (intermédiaire),63.3
Social Media Manager,Analytics; TikTok; Meta Ads,Facebook; Analytics; Instagram; Java; Power BI,1,1,Master,Bac,Français (intermédiaire),Français (courant),55.8
